"Taxon","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Sanguisorba minor","Enscobase","RBGK","UK","K_50980",0,0,0,16,1,1,16,18
"Sanguisorba minor","Enscobase","RBGK","UK","K_50980",0,0,0,26,0,1,44,50
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Portugal","SOS174",0,0,0,17,1,1,97,98
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Portugal","SOS174",0,0,1,17,1,1,95,97
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS150",0,0,0,17,1,1,84,97
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS150",0,0,1,17,1,1,78,100
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS218",0,0,0,9,1,1,56,99
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS218",0,0,0,17,1,1,151,191
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS218",0,0,0,25,1,1,75,100
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS218",0,0,1,9,1,1,47,99
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS218",0,0,1,17,1,1,142,196
"Sanguisorba minor","SOSPRADERAS","SOSPRADERAS","Spain","SOS218",0,0,1,25,1,1,76,100
"Sanguisorba minor","SylvanSeeds","Benvenuti, S. and A. Pardossi (2016). ""Germination ecology of nutraceutical herbs for agronomic perspectives."" European Journal of Agronomy 76: 118-129.","Italy","Tuscany, Italy",0,0,0,15,1,1,64,150
"Sanguisorba minor","SylvanSeeds","Benvenuti, S. and A. Pardossi (2016). ""Germination ecology of nutraceutical herbs for agronomic perspectives."" European Journal of Agronomy 76: 118-129.","Italy","Tuscany, Italy",1,0,0,15,1,1,123,150
"Sanguisorba minor","SylvanSeeds","Ludewig, K., et al. (2014). ""Differential effects of reduced water potential on the germination of floodplain grassland species indicative of wet and dry habitats."" Seed Science Research 24(01): 49-61.","Germany","Rieger & Hoffmann GmbH, Blaufelden-Raboldshausen, Germany",0,1,0,10,1,1,198,250
"Sanguisorba minor","SylvanSeeds","Ludewig, K., et al. (2014). ""Differential effects of reduced water potential on the germination of floodplain grassland species indicative of wet and dry habitats."" Seed Science Research 24(01): 49-61.","Germany","Rieger & Hoffmann GmbH, Blaufelden-Raboldshausen, Germany",0,1,0,15,1,1,198,250
"Sanguisorba minor","SylvanSeeds","Oliveira, G., et al. (2012). ""Testing Germination of Species for Hydroseeding Degraded Mediterranean Areas."" Restoration Ecology 20(5): 623-630.","Portugal","Non-local suppliers, Outao, Serra da Arrabida, Portugal",0,0,0,22.6666666666667,1,1,24,40
"Sanguisorba minor","SylvanSeeds","Tavşanoğlu, Ç., et al. (2015). ""Fire-related germination and early seedling growth in 21 herbaceous species in Central Anatolian steppe."" Journal of Arid Environments 122: 109-116.","Turkey","Hacettepe University Beytepe Campus area, Ankara, Turkey",0,0,0,20,0,0,2,100
"Sanguisorba officinalis","Enscobase","RBGK","Hungary","K_374794",0,0,0,20,0,1,6,10
"Sanguisorba officinalis","Enscobase","RBGK","UK","K_135344",0,0,0,21,0,1,19,20
"Sanguisorba officinalis","Enscobase","RBGK","UK","K_135713",0,0,0,16,0,1,5,20
"Sanguisorba officinalis","Enscobase","RBGK","UK","K_135713",0,0,0,16,1,1,17,19
"Sanguisorba officinalis","Enscobase","RBGK","UK","K_135713",0,0,0,21,0,1,6,17
"Sanguisorba officinalis","Enscobase","RBGK","UK","K_135713",0,0,0,26,0,1,10,17
"Sanguisorba officinalis","Enscobase","RBGK","UK","K_136293",0,0,0,26,0,1,17,19
"Scabiosa columbaria","Enscobase","BBGK","Greece","BBGK_05_2978",0,0,0,21,0,1,35,50
"Scabiosa columbaria","Enscobase","BGBM","Denmark","B_DK-1960206",0,0,0,22,0,1,0,20
"Scabiosa columbaria","Enscobase","RBGK","UK","K_58414",0,0,0,10,0,1,1,18
"Scabiosa columbaria","Enscobase","RBGK","UK","K_58414",0,0,0,13.33333333,1,1,15,19
"Scabiosa columbaria","Enscobase","RBGK","UK","K_58414",0,0,0,15,0,1,10,17
"Scabiosa columbaria","Enscobase","RBGK","UK","K_58414",0,0,0,20,0,1,7,17
"Scabiosa columbaria","Enscobase","RBGK","UK","K_58414",0,1,0,15,1,1,15,19
"Schedonorus arundinaceus","SOSPRADERAS","SOSPRADERAS","Spain","SOS156",0,0,0,9,1,1,55,90
"Schedonorus arundinaceus","SOSPRADERAS","SOSPRADERAS","Spain","SOS156",0,0,0,17,1,1,98,98
"Schedonorus arundinaceus","SOSPRADERAS","SOSPRADERAS","Spain","SOS156",0,0,0,25,1,1,96,99
"Schedonorus arundinaceus","SOSPRADERAS","SOSPRADERAS","Spain","SOS156",0,0,1,9,1,1,61,93
"Schedonorus arundinaceus","SOSPRADERAS","SOSPRADERAS","Spain","SOS156",0,0,1,17,1,1,100,100
"Schedonorus arundinaceus","SOSPRADERAS","SOSPRADERAS","Spain","SOS156",0,0,1,25,1,1,97,98
"Schedonorus pratensis","Enscobase","RBGK","Greece","K_12614",0,0,0,20,0,1,45,48
"Schedonorus pratensis","Enscobase","RBGK","Greece","K_12614",0,0,0,21,0,1,133,147
"Schedonorus pratensis","Enscobase","RBGK","Greece","K_55789",0,0,0,21,0,1,135,138
"Schedonorus pratensis","Enscobase","RBGK","Switzerland","K_55631",0,0,0,15,0,1,19,20
"Schedonorus pratensis","Enscobase","RBGK","Switzerland","K_55631",0,0,0,16,0,1,40,40
"Schedonorus pratensis","Enscobase","RBGK","UK","K_17136",0,0,0,15,0,1,47,50
"Schedonorus pratensis","Enscobase","RBGK","UK","K_17136",0,0,0,16,0,1,93,98
"Schedonorus pratensis","Enscobase","RBGK","UK","K_17136",0,0,0,16,1,1,45,50
"Silene vulgaris","Enscobase","BBGK","Greece","BBGK_02_2025",0,0,0,21,0,0,45,50
"Silene vulgaris","Enscobase","BBGK","Greece","BBGK_02_2025",0,0,0,21,0,1,45,50
"Silene vulgaris","Enscobase","BGBM","Germany","B_DE-2471699",0,0,0,22,0,1,7,20
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_145PV",0,0,0,15,0,1,24,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_145PV",0,0,0,20,0,1,25,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_148PV",0,0,0,15,0,1,25,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_148PV",0,0,0,20,0,1,23,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_149PV",0,0,0,15,0,1,7,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_149PV",0,0,0,20,0,1,18,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_155PV",0,0,0,15,0,1,22,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_155PV",0,0,0,20,0,1,19,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_16RE",0,0,0,15,0,1,18,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_16RE",0,0,0,20,0,1,25,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_176SO",0,0,0,15,0,1,10,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_176SO",0,0,0,20,0,1,18,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_1AO",0,0,0,15,0,1,11,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_1AO",0,0,0,20,0,1,12,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_4BG",0,0,0,15,0,1,15,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_4BG",0,0,0,20,0,1,21,25
"Silene vulgaris","Enscobase","PAVIA","Italy","PAV_4BS",0,0,0,20,0,1,21,30
"Silene vulgaris","Enscobase","RBGK","Bosnia-Herzegovina","K_29005",0,0,0,20,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Bosnia-Herzegovina","K_29005",0,0,0,21,0,1,196,199
"Silene vulgaris","Enscobase","RBGK","Bulgaria","K_13840",0,0,0,15,0,1,9,9
"Silene vulgaris","Enscobase","RBGK","Bulgaria","K_13840",0,0,0,16,0,1,64,70
"Silene vulgaris","Enscobase","RBGK","Bulgaria","K_38032",0,0,0,20,0,1,9,10
"Silene vulgaris","Enscobase","RBGK","Bulgaria","K_38032",0,0,0,21,0,1,106,120
"Silene vulgaris","Enscobase","RBGK","Bulgaria","K_40369",0,0,0,20,0,1,10,10
"Silene vulgaris","Enscobase","RBGK","Bulgaria","K_40369",0,0,0,21,0,1,48,50
"Silene vulgaris","Enscobase","RBGK","Croatia","K_26576",0,0,0,15,1,1,14,19
"Silene vulgaris","Enscobase","RBGK","Croatia","K_26576",0,0,0,16,1,1,101,117
"Silene vulgaris","Enscobase","RBGK","Croatia","K_26587",0,0,0,15,1,1,18,20
"Silene vulgaris","Enscobase","RBGK","Croatia","K_26587",0,0,0,16,1,1,105,113
"Silene vulgaris","Enscobase","RBGK","Czech-Republic","K_3229",0,0,0,15,0,1,19,20
"Silene vulgaris","Enscobase","RBGK","Czech-Republic","K_3229",0,0,0,16,0,1,119,120
"Silene vulgaris","Enscobase","RBGK","Finland","K_3137",0,0,0,20,0,1,17,20
"Silene vulgaris","Enscobase","RBGK","Finland","K_3137",0,0,0,21,0,1,54,60
"Silene vulgaris","Enscobase","RBGK","France","K_32959",0,0,0,16,1,1,62,64
"Silene vulgaris","Enscobase","RBGK","France","K_3540",0,0,0,21,0,1,102,124
"Silene vulgaris","Enscobase","RBGK","France","K_3540",0,0,1,13.33333333,1,1,18,19
"Silene vulgaris","Enscobase","RBGK","France","K_3540",0,0,1,20,0,1,17,20
"Silene vulgaris","Enscobase","RBGK","FYROM","K_37459",0,0,0,20,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","FYROM","K_37459",0,0,0,21,0,1,140,140
"Silene vulgaris","Enscobase","RBGK","Germany","K_1351",0,0,0,25,0,1,17,18
"Silene vulgaris","Enscobase","RBGK","Germany","K_1351",0,0,0,26,0,1,139,140
"Silene vulgaris","Enscobase","RBGK","Germany","K_2288",0,0,0,18.33333333,1,1,4,6
"Silene vulgaris","Enscobase","RBGK","Germany","K_2288",0,0,1,18.33333333,1,1,10,10
"Silene vulgaris","Enscobase","RBGK","Germany","K_3148",0,0,0,20,0,1,19,20
"Silene vulgaris","Enscobase","RBGK","Germany","K_3148",0,0,0,21,0,1,107,116
"Silene vulgaris","Enscobase","RBGK","Germany","K_3159",0,0,0,20,0,1,17,18
"Silene vulgaris","Enscobase","RBGK","Germany","K_3159",0,0,0,21,0,1,117,119
"Silene vulgaris","Enscobase","RBGK","Greece","K_30542",0,0,0,15,1,1,20,20
"Silene vulgaris","Enscobase","RBGK","Greece","K_30542",0,0,0,16,1,1,59,60
"Silene vulgaris","Enscobase","RBGK","Greece","K_3078",0,0,0,15,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Greece","K_3078",0,0,0,16,0,1,60,60
"Silene vulgaris","Enscobase","RBGK","Greece","K_3089",0,0,0,15,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Greece","K_3089",0,0,0,16,0,1,60,60
"Silene vulgaris","Enscobase","RBGK","Greece","K_31125",0,0,0,20,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Greece","K_31125",0,0,0,21,0,1,60,60
"Silene vulgaris","Enscobase","RBGK","Greece","K_31321",0,0,0,15,0,1,18,20
"Silene vulgaris","Enscobase","RBGK","Greece","K_31321",0,0,0,16,0,1,58,60
"Silene vulgaris","Enscobase","RBGK","Greece","K_3311",0,0,0,20,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Greece","K_3311",0,0,0,21,0,1,59,60
"Silene vulgaris","Enscobase","RBGK","Italy","K_258797",0,0,0,20,0,1,8,8
"Silene vulgaris","Enscobase","RBGK","Norway","K_3115",0,0,0,25,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Norway","K_3115",0,0,0,26,0,1,112,117
"Silene vulgaris","Enscobase","RBGK","Poland","K_3193",0,0,0,20,0,1,19,20
"Silene vulgaris","Enscobase","RBGK","Poland","K_3193",0,0,0,21,0,1,111,119
"Silene vulgaris","Enscobase","RBGK","Slovenia","K_31697",0,0,0,20,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Slovenia","K_31697",0,0,0,21,0,1,55,60
"Silene vulgaris","Enscobase","RBGK","Slovenia","K_7973",0,0,0,20,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Slovenia","K_7973",0,0,0,21,0,1,136,140
"Silene vulgaris","Enscobase","RBGK","Spain","K_31701",0,0,0,15,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Spain","K_31701",0,0,0,16,0,1,60,60
"Silene vulgaris","Enscobase","RBGK","Spain","K_32971",0,0,0,16,1,1,62,65
"Silene vulgaris","Enscobase","RBGK","Sweden","K_14607",0,0,0,20,0,1,18,20
"Silene vulgaris","Enscobase","RBGK","Sweden","K_14607",0,0,0,21,0,1,113,120
"Silene vulgaris","Enscobase","RBGK","Switzerland","K_1720",0,0,0,25,0,1,17,20
"Silene vulgaris","Enscobase","RBGK","Switzerland","K_1720",0,0,0,26,0,1,136,140
"Silene vulgaris","Enscobase","RBGK","Switzerland","K_3171",0,0,0,20,0,1,10,10
"Silene vulgaris","Enscobase","RBGK","Switzerland","K_3171",0,0,0,21,0,1,37,38
"Silene vulgaris","Enscobase","RBGK","Switzerland","K_3182",0,0,0,25,0,1,20,20
"Silene vulgaris","Enscobase","RBGK","Switzerland","K_3182",0,0,0,26,0,1,58,60
"Silene vulgaris","Enscobase","RBGK","Turkey","K_1719",0,0,0,15,0,1,9,10
"Silene vulgaris","Enscobase","RBGK","Turkey","K_1719",0,0,0,16,0,1,110,110
"Silene vulgaris","Enscobase","RBGK","UK","K_3218",0,0,0,25,0,1,18,20
"Silene vulgaris","Enscobase","RBGK","UK","K_3218",0,0,0,26,0,1,84,90
"Stachys officinalis","Enscobase","RBGK","UK","K_18856",1,1,1,20,0,1,25,33
"Stachys officinalis","Enscobase","RBGK","UK","K_18856",1,1,1,21,0,1,48,50
"Stachys officinalis","Enscobase","RBGK","UK","K_28662",0,0,0,21,0,1,97,100
"Stachys officinalis","Enscobase","RBGK","UK","K_28662",0,0,1,25,0,1,48,50
"Stachys officinalis","Enscobase","RBGK","UK","K_28662",0,0,1,26,0,1,50,50
"Stachys officinalis","SylvanSeeds","Kolodziejek, J., et al. (2017). ""Effect of light, gibberellic acid and nitrogen source on germination of eight taxa from dissapearing European temperate forest, Potentillo albae-Quercetum."" Sci Rep 7(1): 13924.","Poland","Podd?bice, Poland",0,0,0,23,0,1,5,100
"Stachys officinalis","SylvanSeeds","Kolodziejek, J., et al. (2017). ""Effect of light, gibberellic acid and nitrogen source on germination of eight taxa from dissapearing European temperate forest, Potentillo albae-Quercetum."" Sci Rep 7(1): 13924.","Poland","Podd?bice, Poland",0,1,0,23,0,0,12,100
"Stachys officinalis","SylvanSeeds","Kolodziejek, J., et al. (2017). ""Effect of light, gibberellic acid and nitrogen source on germination of eight taxa from dissapearing European temperate forest, Potentillo albae-Quercetum."" Sci Rep 7(1): 13924.","Poland","Podd?bice, Poland",0,1,0,23,0,1,93,100
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,0,0,16,0,0,24,60
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,0,0,16,0,1,30,60
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,0,0,17,1,0,21,60
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,0,0,17,1,1,27,60
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,1,0,16,0,0,17,60
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,1,0,16,0,1,21,60
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,1,0,17,1,0,24,60
"Stachys officinalis","SylvanSeeds","Wagner, M. P., Richard F.; Knopp, Tatjana; Bullock, James M.; Heard, Matthew S. (2011). ""The germination niches of grassland species targeted for restoration: effects of seed pre-treatments."" Seed Science Research 21(02): 117-131.","UK","Calcareous grasslands, UK",0,1,0,17,1,1,24,60
"Taraxacum officinale","Enscobase","RBGK","UK","K_126373",0,0,0,26,0,1,16,17
"Taraxacum officinale","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,0,9,1,1,51,92
"Taraxacum officinale","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,0,17,1,1,64,78
"Taraxacum officinale","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,0,25,1,1,52,98
"Taraxacum officinale","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,1,9,1,1,56,93
"Taraxacum officinale","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,1,17,1,1,53,60
"Taraxacum officinale","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,1,25,1,1,54,94
"Taraxacum officinale","SylvanSeeds","Benvenuti, S. and A. Pardossi (2016). ""Germination ecology of nutraceutical herbs for agronomic perspectives."" European Journal of Agronomy 76: 118-129.","Italy","Tuscany, Italy",0,0,0,15,1,1,122,150
"Taraxacum officinale","SylvanSeeds","Benvenuti, S. and A. Pardossi (2016). ""Germination ecology of nutraceutical herbs for agronomic perspectives."" European Journal of Agronomy 76: 118-129.","Italy","Tuscany, Italy",0,1,0,15,1,1,139,150
"Taraxacum officinale","SylvanSeeds","Letchamo, W. G., A. (1996). ""Light, temperature and duration of storage govern the germination and emergence ofTaraxacum officinaleseed."" Journal of Horticultural Science 71(3): 373-377.","Germany","Offstein, Germany",0,0,0,22,0,1,400,400
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,6,0,1,123,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,7.5,1,1,210,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,9,0,1,219,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,10,1,1,213,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,12,0,1,225,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,12.5,1,1,207,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,15,0,1,210,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,15,1,1,204,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,17.5,1,1,216,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,18,0,1,210,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,20,1,1,210,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,21,0,1,213,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,22.5,1,1,231,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,24,0,1,207,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,25,1,1,228,300
"Taraxacum officinale","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,27,0,1,225,300
"Taraxacum officinale","SylvanSeeds","Noronha, A. (1997). ""Rate of Change in Dormancy Level and Light Requirement in Weed Seeds During Stratification."" Annals of Botany 80(6): 795-801.","Sweden","Southern Sweden",0,0,0,11,1,0,117,150
"Taraxacum officinale","SylvanSeeds","Noronha, A. (1997). ""Rate of Change in Dormancy Level and Light Requirement in Weed Seeds During Stratification."" Annals of Botany 80(6): 795-801.","Sweden","Southern Sweden",0,0,0,12.25,1,1,148,150
"Taraxacum officinale","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,0,0,32,100
"Taraxacum officinale","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,0,1,187,200
"Taraxacum officinale","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,1,1,97,100
"Tragopogon pratensis","Enscobase","BGBM","Germany","B_DE-1703699",0,0,0,22,0,1,0,20
"Tragopogon pratensis","Enscobase","BGBM","Germany","B_DE-1712299",0,0,0,22,0,1,0,20
"Tragopogon pratensis","Enscobase","BGBM","Germany","B_DE-1790906",0,0,0,22,0,1,0,20
"Tragopogon pratensis","Enscobase","RBGK","Hungary","K_361471",0,0,0,10,0,1,9,10
"Tragopogon pratensis","Enscobase","RBGK","Hungary","K_361471",0,0,0,15,0,1,10,10
"Tragopogon pratensis","Enscobase","RBGK","UK","K_86055",0,0,0,15,0,1,18,19
"Tragopogon pratensis","Enscobase","RBGK","UK","K_86055",0,0,0,16,0,1,18,20
"Trifolium campestre","Enscobase","RBGK","France","K_20459",1,0,0,21,0,1,131,140
"Trifolium campestre","Enscobase","RBGK","France","K_5979",1,0,0,20,0,1,50,50
"Trifolium campestre","Enscobase","RBGK","France","K_5979",1,0,0,21,0,1,45,45
"Trifolium campestre","Enscobase","RBGK","France","K_5979",1,1,0,21,0,1,98,100
"Trifolium campestre","Enscobase","RBGK","Germany","K_10388",1,0,0,20,0,1,50,50
"Trifolium campestre","Enscobase","RBGK","Germany","K_10388",1,0,0,21,0,1,148,150
"Trifolium campestre","Enscobase","RBGK","Germany","K_20448",1,0,0,21,0,1,190,200
"Trifolium campestre","Enscobase","RBGK","Greece","K_24653",1,0,0,20,0,1,50,50
"Trifolium campestre","Enscobase","RBGK","Greece","K_24653",1,0,0,21,0,1,136,147
"Trifolium campestre","Enscobase","RBGK","Greece","K_25166",1,0,0,20,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_25166",1,0,0,21,0,1,200,200
"Trifolium campestre","Enscobase","RBGK","Greece","K_25878",1,0,0,15,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_25878",1,0,0,16,0,1,118,120
"Trifolium campestre","Enscobase","RBGK","Greece","K_26211",1,0,0,15,1,1,22,22
"Trifolium campestre","Enscobase","RBGK","Greece","K_26211",1,0,0,16,1,1,119,120
"Trifolium campestre","Enscobase","RBGK","Greece","K_26266",1,0,0,20,0,1,10,10
"Trifolium campestre","Enscobase","RBGK","Greece","K_26266",1,0,0,21,0,1,116,120
"Trifolium campestre","Enscobase","RBGK","Greece","K_26484",1,0,0,20,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_26484",1,0,0,21,0,1,199,200
"Trifolium campestre","Enscobase","RBGK","Greece","K_26783",1,0,0,20,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_26783",1,0,0,21,0,1,140,140
"Trifolium campestre","Enscobase","RBGK","Greece","K_27274",1,0,0,20,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_27274",1,0,0,21,0,1,140,140
"Trifolium campestre","Enscobase","RBGK","Greece","K_27399",1,0,0,20,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_27399",1,0,0,21,0,1,200,200
"Trifolium campestre","Enscobase","RBGK","Greece","K_29588",1,0,0,21,0,1,199,200
"Trifolium campestre","Enscobase","RBGK","Greece","K_31240",1,0,0,20,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_31240",1,0,0,21,0,1,20,20
"Trifolium campestre","Enscobase","RBGK","Greece","K_31240",1,1,0,21,0,1,50,50
"Trifolium campestre","Enscobase","RBGK","Greece","K_3414",1,0,0,20,0,1,50,50
"Trifolium campestre","Enscobase","RBGK","Greece","K_3414",1,0,0,21,0,1,148,150
"Trifolium campestre","Enscobase","RBGK","Greece","K_5968",1,0,0,20,0,1,25,25
